"customer_id","gender","number_of_orders","gmv"
41110,"Female",3,1343.3762642653
41111,"Female",5,2778.41991236957
41112,"Female",3,1430.598452375
41113,"Female",0,0
41114,"Male",0,0
41115,"Female",0,0
41116,"Female",0,0
41117,"Female",4,2024.10195686805
41118,"Female",2,186.911979570418
41119,"Female",0,0
41120,"Female",0,0
41121,"Female",4,130.026988362296
41122,"Female",0,0
41123,"Female",0,0
41124,"Female",3,124.205658582556
41125,"Female",1,447.437173428828
41126,"Male",3,1012.45388866447
41127,"Female",1,8683.26431073399
41128,"Female",6,8874.23795066745
41129,"Female",0,0
41130,"Male",0,0
41131,"Female",2,1491.68034525488
41132,"Female",0,0
41133,"Male",0,0
41134,"Female",0,0
41135,"Female",3,304.78561968245
41136,"Female",5,1864.9039621712
41137,"Female",0,0
41138,"Female",0,0
41139,"Male",0,0
41140,"Female",0,0
41141,"Female",4,212.932153759482
41142,"Female",4,13502.2576808916
41143,"Female",2,2242.73082229319
41144,"Male",0,0
41145,"Male",0,0
41146,"Female",0,0
41147,"Male",0,0
41148,"Female",1,1152.18709535381
41149,"Female",4,448.111998516585
41150,"Female",1,1163.39842815656
41151,"Female",3,454.142643526272
41152,"Female",4,2281.17951046715
41153,"Male",4,811.003849498339
41154,"Female",4,769.250182248472
41155,"Female",2,103.106899186043
41156,"Male",0,0
41157,"Female",0,0
41158,"Female",0,0
41159,"Female",3,3726.36741186343
41160,"Female",3,6658.4063122506
41161,"Male",2,383.547714777435
41162,"Female",3,294.030668329706
41163,"Male",0,0
41164,"Female",3,2084.66858245917
41165,"Female",3,173.496260594706
41166,"Female",0,0
41167,"Female",0,0
41168,"Male",4,3424.3776683718
41169,"Female",2,714.323920816202
41170,"Female",0,0
41171,"Female",0,0
41172,"Female",5,5782.66134315052
41173,"Female",2,461.628355832282
41174,"Female",0,0
41175,"Female",0,0
41176,"Female",3,5522.79330726381
41177,"Female",2,6262.48282173922
41178,"Female",4,259.892135980122
41179,"Male",0,0
41180,"Female",0,0
41181,"Female",3,8308.90736076331
41182,"Female",0,0
41183,"Female",0,0
41184,"Female",4,861.713754983561
41185,"Female",2,430.436796672011
41186,"Female",0,0
41187,"Female",0,0
41188,"Male",0,0
41189,"Female",0,0
41190,"Female",2,1063.3630696426
41191,"Male",0,0
41192,"Female",0,0
41193,"Female",5,312.97513695908
41194,"Female",3,1222.62161663864
41195,"Female",0,0
41196,"Female",5,142.547049846569
41197,"Female",3,1956.65676852997
41198,"Female",1,3430.06859576448
41199,"Female",3,184.408848776067
41200,"Female",4,286.921097904817
41201,"Female",6,214.296468224248
41202,"Male",0,0
41203,"Female",3,312.979655474758
41204,"Female",3,14320.6392580613
41205,"Female",3,2318.25663461289
41206,"Female",0,0
41207,"Female",3,260.22277471581
41208,"Male",0,0
41209,"Female",2,391.912684512422
41210,"Female",3,2164.72841468234
41211,"Female",1,379.972855316526
41212,"Female",2,726.3762787681
41213,"Male",5,230.296145989003
41214,"Female",5,22.167264419407
41215,"Female",4,560.324511869767
41216,"Female",3,2754.80562029688
41217,"Female",0,0
41218,"Female",5,2749.45621969107
41219,"Female",0,0
41220,"Male",4,1383.36078940304
41221,"Female",5,241.446204463215
41222,"Male",5,596.819409337697
41223,"Female",1,14669.846327453
41224,"Female",0,0
41225,"Female",4,133.76610715293
41226,"Female",0,0
41227,"Female",4,2596.19446566542
41228,"Female",0,0
41229,"Female",2,1244.94031808885
41230,"Female",2,2059.09997868353
41231,"Female",3,9518.91598370798
41232,"Male",0,0
41233,"Male",4,1977.97874839341
41234,"Male",3,132.415629000747
41235,"Female",4,715.076512418255
41236,"Male",0,0
41237,"Male",0,0
41238,"Female",5,1227.51726805136
41239,"Female",4,209.038546394266
41240,"Female",3,65.1898976788937
41241,"Female",4,105.838996212367
41242,"Female",0,0
41243,"Male",0,0
41244,"Female",2,2064.09592075744
41245,"Female",3,2446.66766228328
41246,"Female",4,1407.94233220216
41247,"Male",0,0
41248,"Male",0,0
41249,"Female",0,0
41250,"Female",3,6462.32759059306
41251,"Female",4,2263.48503938737
41252,"Female",4,9172.93635572551
41253,"Female",4,605.036440183726
41254,"Female",0,0
41255,"Female",0,0
41256,"Female",6,348.68560946353
41257,"Female",0,0
41258,"Female",0,0
41259,"Female",0,0
41260,"Female",3,447.61272378686
41261,"Male",3,807.113893780951
41262,"Female",0,0
41263,"Female",0,0
41264,"Female",2,387.803065707378
41265,"Female",4,2216.55252302749
41266,"Male",0,0
41267,"Male",3,1481.17981846542
41268,"Male",2,593.988664422
41269,"Female",5,152.641401794715
41270,"Female",0,0
41271,"Female",3,467.284119502316
41272,"Male",0,0
41273,"Female",2,13282.5094129988
41274,"Female",4,1662.63233983855
41275,"Female",3,2115.68050407719
41276,"Female",2,522.26959919901
41277,"Female",3,3461.08670255911
41278,"Male",0,0
41279,"Female",0,0
41280,"Female",4,1325.24851491187
41281,"Female",4,2342.40456379701
41282,"Female",4,3651.39047274199
41283,"Female",0,0
41284,"Male",0,0
41285,"Male",2,159.878867052619
41286,"Male",0,0
41287,"Female",4,289.969798272433
41288,"Female",0,0
41289,"Female",0,0
41290,"Female",2,35927.8288451901
41291,"Female",4,5469.45750517501
41292,"Female",0,0
41293,"Female",3,39421.7500080673
41294,"Female",0,0
41295,"Female",4,18280.382987792
41296,"Female",0,0
41297,"Male",0,0
41298,"Female",0,0
41299,"Female",1,221.096638361051
41300,"Male",0,0
41301,"Male",0,0
41302,"Female",3,12199.5733713646
41303,"Male",3,464.412354070559
41304,"Female",0,0
41305,"Female",3,5733.99253896865
41306,"Female",0,0
41307,"Male",0,0
41308,"Female",4,931.113843721526
41309,"Male",2,187.527752661174
41310,"Female",0,0
41311,"Female",0,0
41312,"Male",2,640.563878959259
41313,"Female",3,87.1802842935804
41314,"Female",0,0
41315,"Male",3,10.6106478141268
41316,"Female",2,4759.82206870608
41317,"Female",5,827.511608635918
41318,"Female",2,16524.4917259016
41319,"Female",4,23130.03607074
41320,"Female",0,0
41321,"Female",0,0
41322,"Female",0,0
41323,"Female",0,0
41324,"Female",0,0
41325,"Female",0,0
41326,"Female",3,901.67631362299
41327,"Female",1,2136.52876927615
41328,"Female",0,0
41329,"Female",4,177.474051410333
41330,"Female",0,0
41331,"Female",0,0
41332,"Female",1,1012.03706041048
41333,"Male",0,0
41334,"Male",0,0
41335,"Female",0,0
41336,"Male",3,46.7631360553211
41337,"Female",6,437.889544103499
41338,"Female",0,0
41339,"Female",4,1148.51953524245
41340,"Female",2,6823.22381489402
41341,"Male",0,0
41342,"Female",4,5135.36941789242
41343,"Female",5,4571.37118523372
41344,"Female",0,0
41345,"Female",0,0
41346,"Male",0,0
41347,"Female",6,969.039579746961
41348,"Female",0,0
41349,"Female",0,0
41350,"Female",5,1963.55799839974
41351,"Female",5,13621.7941209615
41352,"Female",7,725.487283745968
41353,"Female",4,920.940147017551
41354,"Female",2,8217.99638835837
41355,"Female",2,1557.30428468243
41356,"Female",5,805.31699087986
41357,"Female",2,2645.52268390234
41358,"Female",2,428.05556157092
41359,"Female",0,0
41360,"Female",3,2671.31663993838
41361,"Female",2,691.480368001145
41362,"Female",2,1566.01803417622
41363,"Female",6,7536.04690374358
41364,"Female",2,3253.46641993481
41365,"Female",5,470.796783067782
41366,"Female",0,0
41367,"Male",0,0
41368,"Male",0,0
41369,"Female",4,664.418955516785
41370,"Female",0,0
41371,"Female",3,10926.2228571552
41372,"Female",4,19910.9129171918
41373,"Female",0,0
41374,"Female",3,177.194603654861
41375,"Female",1,8940.64156291244
41376,"Female",0,0
41377,"Female",2,1682.70398616078
41378,"Female",3,455.238073231133
41379,"Male",5,499.308908969403
41380,"Male",3,5567.70940943996
41381,"Female",3,476.105169442215
41382,"Female",2,2632.38616736349
41383,"Female",2,104.414191598101
41384,"Male",0,0
41385,"Female",0,0
41386,"Female",1,1053.05385950422
41387,"Female",0,0
41388,"Female",4,1549.26010148631
41389,"Female",0,0
41390,"Male",0,0
41391,"Male",0,0
41392,"Female",0,0
41393,"Female",4,1343.82095362518
41394,"Female",5,143.420408972359
41395,"Female",5,62542.5345130388
41396,"Female",0,0
41397,"Female",3,82.4685443921825
41398,"Female",3,2094.87490915273
41399,"Female",0,0
41400,"Female",2,930.049953187735
41401,"Female",4,259.086353465374
41402,"Female",5,1428.33437812062
41403,"Female",4,182.363348098027
41404,"Female",3,983.812193679449
41405,"Male",0,0
41406,"Female",5,1077.47496596093
41407,"Female",0,0
41408,"Female",0,0
41409,"Female",0,0
41410,"Female",4,23095.6180798769
41411,"Female",0,0
41412,"Female",1,358.318457257639
41413,"Male",0,0
41414,"Female",5,910.932523818915
41415,"Female",5,160.605375172481
41416,"Female",2,685.545074690249
41417,"Female",0,0
41418,"Female",3,3402.50381899983
41419,"Female",1,1796.5455286265
41420,"Female",0,0
41421,"Male",2,625.554551802509
41422,"Female",2,35.2804940537129
41423,"Female",2,3305.61788463619
41424,"Female",0,0
41425,"Male",0,0
41426,"Female",4,157.551561634332
41427,"Female",0,0
41428,"Male",0,0
41429,"Female",2,9289.57647691764
41430,"Female",1,4523.02321470258
41431,"Female",2,863.946131831829
41432,"Male",0,0
41433,"Female",1,627.691344272774
41434,"Female",0,0
41435,"Female",3,1129.2554414084
41436,"Female",2,476.849789802003
41437,"Male",3,124.416169871699
41438,"Female",0,0
41439,"Female",4,107.295430065581
41440,"Female",2,657.928715644941
41441,"Male",0,0
41442,"Female",0,0
41443,"Female",0,0
41444,"Female",2,909.032851641178
41445,"Male",0,0
41446,"Female",0,0
41447,"Female",3,591.741014794603
41448,"Female",3,240.650746888715
41449,"Female",0,0
41450,"Female",2,2159.50510737102
41451,"Female",1,818.808641607179
41452,"Female",3,1248.17693212704
41453,"Female",2,453.654572756855
41454,"Female",0,0
41455,"Male",0,0
41456,"Female",0,0
41457,"Female",2,137.145506327516
41458,"Female",2,969.832116202122
41459,"Male",0,0
41460,"Female",0,0
41461,"Female",3,114.334593664588
41462,"Female",4,736.614650510066
41463,"Female",6,1091.35384884486
41464,"Male",0,0
41465,"Female",4,14873.677826552
41466,"Male",2,55.5298628603759
41467,"Female",4,732.121855118418
41468,"Female",0,0
41469,"Male",3,41.1842306892024
41470,"Male",4,1572.14589833956
41471,"Female",2,2058.12716051183
41472,"Female",3,1461.55190423587
41473,"Male",0,0
41474,"Male",0,0
41475,"Female",5,2262.46723654146
41476,"Female",6,4099.09680403927
41477,"Female",7,2753.70870840047
41478,"Female",2,6671.15143318608
41479,"Female",4,4637.28821138048
41480,"Male",0,0
41481,"Female",5,958.018789003594
41482,"Female",5,699.016731816001
41483,"Female",0,0
41484,"Female",3,759.13667238271
41485,"Male",4,91.9295860792775
41486,"Female",0,0
41487,"Female",2,177.662878642179
41488,"Male",0,0
41489,"Female",3,2661.80162084139
41490,"Female",1,217.611653407657
41491,"Female",0,0
41492,"Female",5,3566.2705978187
41493,"Female",5,2150.03712356221
41494,"Female",0,0
41495,"Female",1,344.927455384701
41496,"Female",0,0
41497,"Female",2,1052.85393079801
41498,"Female",3,13703.2157252066
41499,"Male",0,0
41500,"Female",5,44926.8814926249
41501,"Female",2,1816.19250433227
41502,"Female",0,0
41503,"Female",0,0
41504,"Female",5,267.744680880149
41505,"Male",0,0
41506,"Female",0,0
41507,"Male",1,468.087589354668
41508,"Female",5,451.590640066446
41509,"Female",5,312.549387086219
41510,"Female",1,1500.58866544748
41511,"Male",0,0
41512,"Female",3,1732.38778288337
41513,"Female",2,99.0493157905748
41514,"Female",6,100.977643842313
41515,"Female",0,0
41516,"Male",3,1462.5335942422
41517,"Male",1,145.98526423682
41518,"Female",0,0
41519,"Female",0,0
41520,"Female",0,0
41521,"Male",0,0
41522,"Female",1,1563.23152375047
41523,"Male",2,1158.84559926857
41524,"Female",5,562.229141264692
41525,"Female",0,0
41526,"Female",0,0
41527,"Female",0,0
41528,"Male",3,1539.58670569725
41529,"Male",0,0
41530,"Male",0,0
41531,"Female",5,8178.61175429983
41532,"Female",5,2726.4970343358
41533,"Female",5,5244.77099866838
41534,"Female",5,3481.81133654988
41535,"Female",2,16.7554241066651
41536,"Female",5,429.63848195898
41537,"Female",0,0
41538,"Female",4,12332.1407165092
41539,"Female",3,1466.64011745589
41540,"Female",0,0
41541,"Female",3,2234.79709101105
41542,"Female",7,3099.72408801454
41543,"Female",4,1176.30475719166
41544,"Female",0,0
41545,"Female",0,0
41546,"Female",0,0
41547,"Male",3,2334.26915777574
41548,"Female",2,2147.70464255914
41549,"Female",5,26447.8292195432
41550,"Male",0,0
41551,"Female",0,0
41552,"Female",5,1070.33242659531
41553,"Female",1,590.676511649398
41554,"Female",0,0
41555,"Female",0,0
41556,"Female",3,1269.40867452549
41557,"Female",3,1580.30636458921
41558,"Female",5,1602.59004909349
41559,"Female",0,0
41560,"Male",0,0
41561,"Female",0,0
41562,"Female",3,9613.66884736392
41563,"Male",0,0
41564,"Female",1,4989.99437374644
41565,"Female",0,0
41566,"Female",0,0
41567,"Female",2,536.636444579508
41568,"Female",0,0
41569,"Female",2,469.818582332711
41570,"Female",0,0
41571,"Female",5,107.796471020801
41572,"Female",3,13395.7507958952
41573,"Male",0,0
41574,"Female",4,2147.56608113703
41575,"Female",3,107.329463965966
41576,"Female",0,0
41577,"Female",3,128.535926374346
41578,"Female",2,16.6236572197517
41579,"Female",4,3356.23967069582
41580,"Female",4,795.256026239543
41581,"Male",2,292.918094031751
41582,"Female",4,1207.28186156383
41583,"Female",0,0
41584,"Female",3,349.354983591717
41585,"Female",0,0
41586,"Female",0,0
41587,"Female",5,2912.71451012491
41588,"Male",4,264.506600191077
41589,"Male",0,0
41590,"Female",4,3743.12719310079
41591,"Female",2,6759.92208915639
41592,"Female",5,564.739011037774
41593,"Female",0,0
41594,"Female",0,0
41595,"Male",0,0
41596,"Male",0,0
41597,"Female",2,565.143928674073
41598,"Female",1,375.324041228812
41599,"Male",0,0
41600,"Female",0,0
41601,"Female",4,95.7258835636129
41602,"Female",0,0
41603,"Female",0,0
41604,"Female",1,9572.44643333828
41605,"Female",3,1959.61806554074
41606,"Female",1,352.416703813539
41607,"Female",1,512.454142264966
41608,"Male",0,0
41609,"Female",2,5804.88468197682
41610,"Female",2,615.796305780937
41611,"Male",0,0
41612,"Female",1,2011.74685279847
41613,"Female",3,7054.40937461047
41614,"Female",4,5698.03991870732
41615,"Female",0,0
41616,"Female",1,1193.53636765085
41617,"Male",0,0
41618,"Female",0,0
41619,"Female",0,0
41620,"Female",3,1279.90831013076
41621,"Male",0,0
41622,"Female",3,2133.70886783775
41623,"Female",5,2446.95813923594
41624,"Female",0,0
41625,"Female",0,0
41626,"Female",0,0
41627,"Female",3,3648.53931106241
41628,"Female",4,14636.9722752684
41629,"Male",0,0
41630,"Female",5,642.046631998204
41631,"Female",3,1146.85649472881
41632,"Female",3,45.8235528995709
41633,"Female",0,0
41634,"Female",2,2326.1219295005
41635,"Female",2,2179.49582398671
41636,"Female",4,27.1931889308592
41637,"Female",0,0
41638,"Female",1,2058.46022127014
41639,"Female",2,2933.95001246422
41640,"Female",1,2209.81143021686
41641,"Female",0,0
41642,"Female",0,0
41643,"Female",3,196.257119636351
41644,"Male",0,0
41645,"Female",3,1734.79092040338
41646,"Female",0,0
41647,"Female",2,6247.22191796026
41648,"Female",4,364.926908179785
41649,"Female",0,0
41650,"Male",3,739.791677677908
41651,"Female",0,0
41652,"Female",2,4228.0775170279
41653,"Female",1,8241.10442810696
41654,"Female",2,119.835198803911
41655,"Female",3,761.011814242659
41656,"Female",0,0
41657,"Female",2,796.997170636322
41658,"Female",4,730.537780744559
41659,"Female",4,405.891388636345
41660,"Female",0,0
41661,"Female",3,3073.02140063008
41662,"Female",4,273.161384728189
41663,"Male",0,0
41664,"Male",3,319.783574102169
41665,"Female",2,1073.03005453404
41666,"Female",5,1433.18799640504
41667,"Male",0,0
41668,"Female",0,0
41669,"Female",1,138.218470028654
41670,"Male",0,0
41671,"Female",0,0
41672,"Female",3,1216.16472098769
41673,"Female",3,410.230347255094
41674,"Female",2,6015.01364470315
41675,"Female",0,0
41676,"Female",4,23.4808662692518
41677,"Female",0,0
41678,"Female",0,0
41679,"Female",2,103.263294836717
41680,"Male",0,0
41681,"Male",0,0
41682,"Female",0,0
41683,"Female",3,15474.2095508383
41684,"Female",1,2311.01358416314
41685,"Female",1,35.0934953451994
41686,"Female",0,0
41687,"Female",0,0
41688,"Female",2,352.144053746472
41689,"Male",3,212.31093949638
41690,"Female",0,0
41691,"Female",0,0
41692,"Male",0,0
41693,"Male",0,0
41694,"Female",4,960.353237283967
41695,"Female",4,8184.24478637813
41696,"Female",4,1023.64271841303
41697,"Female",0,0
41698,"Female",0,0
41699,"Female",2,1911.1742164976
41700,"Female",0,0
41701,"Female",5,627.976180187546
41702,"Female",4,686.679892228564
41703,"Female",2,18548.0834177865
41704,"Female",0,0
41705,"Female",3,139.380651460169
41706,"Female",5,6134.46938872754
41707,"Female",0,0
41708,"Female",2,235.088249839066
41709,"Female",0,0
41710,"Male",0,0
41711,"Female",0,0
41712,"Female",1,2048.09607275038
41713,"Female",4,161.959719495722
41714,"Female",1,670.023305925731
41715,"Female",4,4691.37436807005
41716,"Male",0,0
41717,"Female",0,0
41718,"Female",1,313.571860813953
41719,"Female",4,1902.8845202657
41720,"Female",5,389.744426865548
41721,"Female",0,0
41722,"Female",0,0
41723,"Female",3,107.747807636694
41724,"Female",5,149.035415249258
41725,"Female",0,0
41726,"Female",3,1057.0365595407
41727,"Female",0,0
41728,"Male",0,0
41729,"Female",7,5783.39964784834
41730,"Female",0,0
41731,"Female",3,9121.32715530509
41732,"Female",3,2782.38142715347
41733,"Female",4,435.782944267541
41734,"Female",2,770.778048439624
41735,"Female",0,0
41736,"Female",4,3458.2602786624
41737,"Female",0,0
41738,"Female",3,504.54761271568
41739,"Female",5,32.8845440373117
41740,"Male",0,0
41741,"Female",4,346.899771462787
41742,"Male",0,0
41743,"Female",2,9925.89507741929
41744,"Female",2,182.474397174804
41745,"Female",1,2006.89435223512
41746,"Female",1,6202.64416623424
41747,"Female",0,0
41748,"Female",2,2552.20489530026
41749,"Female",5,6892.65617740647
41750,"Male",0,0
41751,"Female",2,1411.74951676309
41752,"Female",4,385.424784009297
41753,"Female",0,0
41754,"Female",1,2027.08603153358
41755,"Male",0,0
41756,"Male",2,111.146279628377
41757,"Female",4,158.018161677656
41758,"Female",2,661.888269874989
41759,"Female",4,384.91600749677
41760,"Male",3,1073.173279999
41761,"Female",4,399.625066228737
41762,"Female",1,5917.87210635055
41763,"Female",1,1826.51110856696
41764,"Female",6,2005.20294891576
41765,"Female",0,0
41766,"Female",1,330.17712485638
41767,"Female",0,0
41768,"Male",1,95.9205502077605
41769,"Female",2,1579.59217373772
41770,"Female",3,1090.74206961304
41771,"Female",0,0
41772,"Female",0,0
41773,"Female",3,3907.34177918981
41774,"Male",0,0
41775,"Female",4,1401.63364916804
41776,"Male",2,412.585372858728
41777,"Female",3,14109.9360472844
41778,"Female",1,340.22468924062
41779,"Female",0,0
41780,"Female",0,0
41781,"Female",0,0
41782,"Female",0,0
41783,"Female",3,977.910336151489
41784,"Male",4,30.9019415561058
41785,"Female",0,0
41786,"Female",1,225.573379776244
41787,"Female",0,0
41788,"Male",3,208.160793401471
41789,"Female",0,0
41790,"Female",3,7191.75625813633
41791,"Female",5,4016.41546818084
41792,"Male",0,0
41793,"Male",0,0
41794,"Male",3,1986.38948906644
41795,"Female",0,0
41796,"Female",3,491.222125990136
41797,"Female",0,0
41798,"Female",3,961.014235446484
41799,"Female",2,1140.05294396808
41800,"Female",3,214.966302946037
41801,"Female",4,230.317968333702
41802,"Female",0,0
41803,"Female",4,5779.90141988728
41804,"Female",6,980.104949214361
41805,"Female",2,13785.2773566509
41806,"Female",3,4546.03011695696
41807,"Female",5,1534.92357627282
41808,"Female",0,0
41809,"Female",0,0
41810,"Male",0,0
41811,"Female",2,1891.78803939876
41812,"Female",0,0
41813,"Female",0,0
41814,"Female",0,0
41815,"Male",0,0
41816,"Male",2,1860.87350579491
41817,"Female",3,94.7429295454701
41818,"Male",0,0
41819,"Female",0,0
41820,"Female",0,0
41821,"Female",0,0
41822,"Male",2,53.2909557370294
41823,"Female",5,71.7775121981512
41824,"Female",0,0
41825,"Female",2,698.772311578256
41826,"Female",0,0
41827,"Female",4,18.915306336516
41828,"Female",3,14132.1524922303
41829,"Female",0,0
41830,"Female",2,206.851688272623
41831,"Female",2,8593.94180607736
41832,"Female",0,0
41833,"Male",1,540.391587457657
41834,"Female",3,421.281312784544
41835,"Male",2,14065.4783801948
41836,"Female",0,0
41837,"Male",3,898.368638927556
41838,"Female",1,381.898551242809
41839,"Female",0,0
41840,"Female",0,0
41841,"Female",2,19527.0303342682
41842,"Female",0,0
41843,"Female",3,108.246677551326
41844,"Female",5,27151.93267448
41845,"Female",0,0
41846,"Male",3,2747.88325450535
41847,"Female",4,1635.0463426922
41848,"Male",0,0
41849,"Female",2,157.570677600631
41850,"Female",2,308.932491097059
41851,"Male",0,0
41852,"Female",0,0
41853,"Female",3,182.453894280786
41854,"Female",2,1242.87310433963
41855,"Female",2,9534.72491400493
41856,"Female",1,8747.07634147486
41857,"Female",3,672.05110588241
41858,"Female",0,0
41859,"Female",2,1626.01601255083
41860,"Female",0,0
41861,"Female",3,281.76203050776
41862,"Female",2,1396.57493557996
41863,"Female",3,4007.30220233912
41864,"Female",2,277.467947935667
41865,"Female",6,12517.3564019496
41866,"Male",0,0
41867,"Male",0,0
41868,"Female",3,1888.28206144682
41869,"Female",2,1163.27846466757
41870,"Female",4,1859.20111252676
41871,"Female",4,256.300064174851
41872,"Female",1,239.197233424523
41873,"Male",0,0
41874,"Female",0,0
41875,"Male",0,0
41876,"Male",4,130.560983243664
41877,"Female",1,138.542669646383
41878,"Female",0,0
41879,"Female",0,0
41880,"Female",5,5811.31305173048
41881,"Female",3,735.583532313248
41882,"Male",0,0
41883,"Female",0,0
41884,"Female",2,243.40871640694
41885,"Female",4,136.520140152827
41886,"Female",1,1198.2892660796
41887,"Male",4,73.4162930045949
41888,"Female",1,1378.61861273412
41889,"Male",0,0
41890,"Female",0,0
41891,"Female",3,587.214145154481
41892,"Male",0,0
41893,"Female",1,5384.46826733756
41894,"Female",3,12930.7353364465
41895,"Female",0,0
41896,"Female",1,3305.36200806846
41897,"Female",4,73.4542469546307
41898,"Female",2,2877.41208696029
41899,"Female",4,2211.31231619163
41900,"Female",1,3499.07379417642
41901,"Female",3,4339.26345997994
41902,"Female",5,131.133176217075
41903,"Female",0,0
41904,"Male",0,0
41905,"Female",0,0
41906,"Male",3,901.168429808673
41907,"Female",2,671.758139774598
41908,"Male",0,0
41909,"Female",0,0
41910,"Female",0,0
41911,"Female",0,0
41912,"Female",0,0
41913,"Female",4,2083.97163360077
41914,"Female",0,0
41915,"Female",0,0
41916,"Female",1,916.867260131907
41917,"Female",3,93.733213096352
41918,"Male",4,61.7558411127498
41919,"Female",0,0
41920,"Female",0,0
41921,"Female",2,1407.3797681073
41922,"Female",2,5839.82937742778
41923,"Female",1,5259.7597232279
41924,"Male",0,0
41925,"Female",1,90.8227029793262
41926,"Male",0,0
41927,"Male",2,88.9927989422401
41928,"Female",2,777.622730742135
41929,"Female",0,0
41930,"Female",3,1270.30163042373
41931,"Female",0,0
41932,"Male",0,0
41933,"Female",4,2727.91394304293
41934,"Male",0,0
41935,"Female",0,0
41936,"Female",1,177.716100023419
41937,"Female",0,0
41938,"Female",2,569.711354147003
41939,"Female",0,0
41940,"Female",3,2423.78154322382
41941,"Female",0,0
41942,"Female",5,989.252075274018
41943,"Female",3,1998.36227643562
41944,"Female",0,0
41945,"Female",2,560.427554046483
41946,"Female",0,0
41947,"Male",0,0
41948,"Female",1,3905.96530073498
41949,"Female",3,1467.83331731795
41950,"Female",3,6722.61867456445
41951,"Female",1,1472.22574120193
41952,"Female",0,0
41953,"Female",4,91.8061343331708
41954,"Female",2,5920.76472315553
41955,"Female",3,544.996707832922
41956,"Female",3,3318.30391415971
41957,"Female",2,17827.0574052216
41958,"Female",4,13581.7607251384
41959,"Female",0,0
41960,"Female",5,1183.27179755661
41961,"Male",4,27.9491278915683
41962,"Female",2,801.402649766903
41963,"Female",0,0
41964,"Female",1,9.93737227096808
41965,"Female",0,0
41966,"Female",0,0
41967,"Female",5,4948.66127256863
41968,"Female",3,6141.34762672768
41969,"Female",0,0
41970,"Female",2,5608.08611414881
41971,"Female",5,188.35070151871
41972,"Female",1,29169.4981425243
41973,"Female",0,0
41974,"Female",2,1618.84791785449
41975,"Female",3,971.504472506372
41976,"Female",0,0
41977,"Female",0,0
41978,"Female",4,526.818358959831
41979,"Female",3,1478.13164995848
41980,"Female",3,1497.87701516257
41981,"Male",0,0
41982,"Female",4,2481.91089277142
41983,"Female",0,0
41984,"Female",1,1824.51532363685
41985,"Female",6,7434.00657615079
41986,"Female",0,0
41987,"Female",3,1170.84743546641
41988,"Female",0,0
41989,"Female",2,6963.88687221423
41990,"Female",5,1581.45402670046
41991,"Male",3,133.191686353193
41992,"Female",4,2370.97723868092
41993,"Male",0,0
41994,"Female",2,1258.29273527096
41995,"Female",2,23669.5054564792
41996,"Female",3,6211.98048433226
41997,"Male",0,0
41998,"Female",0,0
41999,"Female",0,0
42000,"Female",0,0
42001,"Female",0,0
42002,"Female",0,0
42003,"Female",2,215.363521978015
42004,"Female",4,1658.83057112794
42005,"Male",4,176.863724189971
42006,"Female",0,0
42007,"Female",3,16459.4401253537
42008,"Female",0,0
42009,"Female",0,0
42010,"Female",0,0
42011,"Female",0,0
42012,"Female",0,0
42013,"Female",2,5643.25585794719
42014,"Female",2,879.720609350069
42015,"Female",3,683.255789113561
42016,"Male",3,165.0769425445
42017,"Female",0,0
42018,"Male",1,798.792359731294
42019,"Female",4,196.794963970261
42020,"Male",4,275.41078985476
42021,"Female",0,0
42022,"Female",0,0
42023,"Female",3,3839.50677171712
42024,"Female",4,137.38161147977
42025,"Female",1,1028.93541576053
42026,"Female",5,214.173883797627
42027,"Female",5,1818.96938574667
42028,"Female",0,0
42029,"Female",0,0
42030,"Male",0,0
42031,"Female",4,621.316139947883
42032,"Female",2,139.450141894542
42033,"Female",4,349.510009503597
42034,"Male",0,0
42035,"Female",1,6866.96284367006
42036,"Female",0,0
42037,"Female",4,3054.12778112396
42038,"Female",0,0
42039,"Male",3,11.4079464034541
42040,"Female",0,0
42041,"Female",7,8503.89482999183
42042,"Female",2,1992.01196568855
42043,"Female",0,0
42044,"Female",3,1913.12907089153
42045,"Female",0,0
42046,"Female",0,0
42047,"Female",5,162.994862135603
42048,"Female",4,1703.39279994977
42049,"Female",0,0
42050,"Male",3,102.216174021887
42051,"Male",0,0
42052,"Female",3,2115.99473002423
42053,"Male",0,0
42054,"Female",4,307.34243467575
42055,"Female",4,6880.69840951946
42056,"Female",0,0
42057,"Female",3,804.782719613301
42058,"Male",0,0
42059,"Female",0,0
42060,"Female",0,0
42061,"Female",2,154.485390428338
42062,"Female",0,0
42063,"Female",3,449.026434980242
42064,"Female",2,1327.21348352011
42065,"Female",4,84.2883355993402
42066,"Female",3,3209.83184888913
42067,"Female",2,20458.2378469782
42068,"Female",2,344.676973204582
42069,"Female",2,4637.00001077828
42070,"Female",3,2303.29943833888
42071,"Female",0,0
42072,"Female",1,1556.53942188769
42073,"Female",0,0
42074,"Female",0,0
42075,"Female",1,9190.65995650895
42076,"Female",0,0
42077,"Female",1,4908.95651593092
42078,"Female",4,22.5280755910877
42079,"Male",0,0
42080,"Female",3,1182.84187680909
42081,"Female",6,5928.68109900574
42082,"Female",0,0
42083,"Female",6,8777.93606001278
42084,"Female",4,173.259400503029
42085,"Male",0,0
42086,"Male",0,0
42087,"Male",0,0
42088,"Female",0,0
42089,"Female",0,0
